gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div	SnIPRE.lbound	SnIPRE.ubound	SnIPRE.class	SnIPRE.est	SnIPRE.Rlbound	SnIPRE.Rubound	SnIPRE.tau	SnIPRE.theta	SnIPRE.Rclass	SnIPRE.Rest	SnIPRE.gamma	SnIPRE.f	SnIPRE.f.lb	SnIPRE.f.ub	SnIPRE.f.class
CPS1	8	17	1	0	462.99	925.98	15	1	0.346153846153846	-Inf	1	-0.68	1	25	-0.682170020979733	-0.224844765667834	neg	-0.453507393323783	-1.80205658309363	-0.146406633582133	30.4042065543452	0.00109723769108753	neg	-0.974231608337882	-0.575692576882303	0.445081219875919	0.194501148917328	1.01847954570404	neut
CPSF2	0	9	0	1	255.09	510.18	15	1	1	NA	1	0	1	9	-0.584074411962623	-0.0716712660393868	neg	-0.327872839001005	-3.80064019685439	-1.08360895851565	23.1839554896407	0.00150802707712518	neg	-2.44212457768502	-0.429585992297594	0.0982033558946113	0.0252479273651519	0.382032164804289	neg
CPSF3	0	8	0	1	153.45	306.9	15	1	1	NA	1	0	1	8	-0.506510175730773	0.028302779992002	neut	-0.239103697869385	-3.80544621242469	-0.980200235907185	18.1393741788806	0.00229768376371324	neg	-2.39282322416594	-0.321607249376257	0.0913731269764494	0.0222416358742526	0.375237295189434	neg
CPSF4	0	2	0	0	64.68	129.36	15	1	1	NA	1	NA	0	2	-0.666843871291566	-0.0297956771891185	neg	-0.348319774240342	-3.43751243168152	-0.233100145983369	23.6742486103627	0.00154245914309677	neg	-1.83530628883244	-0.454251404550322	0.181478979639236	0.0365580069864719	0.900829043649199	neg
CPSF4L	1	2	0	0	10.23	20.46	15	1	1	NA	1	NA	0	3	-0.588379174026212	0.111093145853616	neut	-0.238643014086298	-2.69911243948998	0.740389039237711	16.7143255708324	0.00302043893601586	neut	-0.979361700126137	-0.322011958565263	0.375551983451636	0.0672634108716162	2.09676462646522	neut
CPT2	3	9	0	3	209.88	419.76	15	1	1	1	1	0.25	3	12	-0.469815037618393	0.013141228275918	neut	-0.228336904671238	-2.89809961833229	-0.71431873580289	17.0018411332691	0.00270332454360991	neg	-1.80620917706759	-0.308573674778102	0.16427563687108	0.0551277666128835	0.489519413841173	neg
CPXM2	7	12	0	1	228.36	456.72	15	1	1	1	1	0.368421052631579	1	19	-0.56126206009339	-0.0714245243681217	neg	-0.316343292230756	-1.92149857448321	-0.0780285300598864	21.1840980594506	0.00203362530788614	neg	-0.999763552271549	-0.416593466562806	0.413881603868014	0.164653780964736	1.04033066545107	neut
CPZ	5	12	2	0	177.87	355.74	15	1	0.12280701754386	-Inf	1	-0.705882352941176	2	17	-0.534095975107013	-0.0334091728622796	neg	-0.283752573984646	-1.85137834149227	0.0242949177198304	18.7260665400958	0.00251161342130784	neut	-0.913541711886221	-0.377722773771314	0.446049776887753	0.174637321515899	1.13939958919862	neut
CR1L	25	19	2	6	225.06	450.12	15	1	0.133738601823708	0.746666666666667	1	0.318181818181818	8	44	-0.309844863200885	0.0968180632070853	neut	-0.1065133999969	-1.01798856058464	0.200659379546627	11.8178326437537	0.00573728772643065	neut	-0.408664590519005	-0.150236913806836	0.664536866635593	0.361332925055438	1.22220613345712	neut
CRACR2B	9	15	3	2	226.05	452.1	15	1	0.622079070354932	-1.5	1	-0.225	5	24	-0.447704401477165	0.00145177611926844	neut	-0.223126312678948	-1.60763598523777	-0.049670052271423	15.6612709484841	0.00340767652620131	neg	-0.828653018754597	-0.30284658543677	0.436636302741422	0.200387710908864	0.951535053764792	neg
CRAMP1	4	20	0	4	349.14	698.28	15	1	1	1	1	0.166666666666667	4	24	-0.385537803187641	0.0313044738165952	neut	-0.177116664685523	-3.02796134406357	-1.14105599813175	15.1748252336926	0.0031991952770705	neg	-2.08450867109766	-0.243118998312431	0.124366378425931	0.0484150180303905	0.319481282467622	neg
CRAT	1	12	0	4	198.99	397.98	15	1	1	1	1	0.0769230769230769	4	13	-0.33174837065456	0.126163730030645	neut	-0.102792320311957	-3.76979479699121	-1.33855449937654	12.4478754504401	0.00421971420465152	neg	-2.55417464818388	-0.144721313999835	0.0777562938410195	0.0230760460319179	0.262218482507958	neg
CRB1	15	19	2	1	439.56	879.12	15	1	0.584298584298584	-1.53333333333333	1	-0.225490196078431	3	34	-0.620524731611351	-0.18343251791801	neg	-0.401978624764681	-1.25271472829821	0.152421759917263	25.8904171888539	0.00150633793790369	neut	-0.550146484190472	-0.517468143682057	0.668466972651356	0.331099429071565	1.34958882596406	neut
CRB2	21	24	3	3	478.5	957	15	1	1	-0.142857142857143	1	-0.0333333333333333	6	45	-0.524060774234441	-0.120938937728529	neg	-0.322499855981485	-1.15966534161862	0.0690565636667942	20.9125802983134	0.00216858179059297	neut	-0.545304388975915	-0.4243517903306	0.653482708349719	0.353552590890297	1.20794379058821	neut
CRBN	0	5	0	2	103.95	207.9	15	1	1	NA	1	0	2	5	-0.452917637495104	0.100097858212136	neut	-0.176409889641484	-3.88453583085439	-0.938527466369785	15.1333053968732	0.00309465524346504	neg	-2.41153164861209	-0.242158246361026	0.0896818403375823	0.0205684793906601	0.391203555262516	neg
CRCBL	26	21	6	3	401.28	802.56	15	1	0.717551438572526	-0.615384615384615	1	-0.113475177304964	9	47	-0.516002510086206	-0.108033340005295	neg	-0.31201792504575	-0.783278843372143	0.395594051548275	19.3733010759981	0.00253394009080227	neut	-0.193842395911934	-0.4124807174913	0.925459001648412	0.513289289272238	1.66858538969101	neut
CRCP	0	2	0	0	37.29	74.58	15	1	1	NA	1	NA	0	2	-0.626095578494906	0.0344987613620164	neut	-0.295798408566445	-3.43892228348067	-0.0976838437922543	20.4334307085363	0.00199436977444235	neg	-1.76830306363646	-0.391619032120286	0.170599360686053	0.0320986331082069	0.906932032283981	neg
CREB1	0	2	0	0	108.24	216.48	15	1	1	NA	1	NA	0	2	-0.719247140257698	-0.10560912464994	neg	-0.412428132453819	-3.43364481367087	-0.355001023953014	28.2536625219683	0.00113264854864976	neg	-1.89432291881194	-0.528613905263141	0.174903504494155	0.0375172252387929	0.815210789784646	neg
CREB3	2	2	0	1	45.54	91.08	15	1	1	1	1	0.5	1	4	-0.564604433293159	0.0638621951921058	neut	-0.250371119050526	-2.50572132712866	0.303701676362592	17.3471787988964	0.00279936001520034	neut	-1.10100982538303	-0.336531037279011	0.332535002181346	0.0816074444539823	1.35486440950883	neut
CREB3L1	1	3	0	1	161.04	322.08	15	1	1	1	1	0.25	1	4	-0.671518377474482	-0.104319813313981	neg	-0.387919095394231	-3.12526242507038	-0.412908337783377	26.1787942015262	0.00130408026049332	neg	-1.76908538142688	-0.500555433976125	0.196573443941161	0.0506591147920192	0.762959462652392	neg
CREB3L2	3	7	2	3	201.3	402.6	15	1	1	-0.555555555555556	1	-0.1	5	10	-0.493684238300197	-0.00990909352311223	neg	-0.251796665911654	-2.40472356168589	-0.409058405997137	17.1487872646305	0.00274357132273427	neg	-1.40689098384151	-0.338494621073032	0.269253622791753	0.0992760644888136	0.730356732857845	neg
CREB3L3	1	4	0	2	15.84	31.68	15	1	1	1	1	0.2	2	5	-0.295822181046101	0.345304959828181	neut	0.0247413893910404	-3.27213789856697	-0.0770215664877714	8.15590360896961	0.00907291664167773	neg	-1.67457973252737	0.0368029104585622	0.18738765723123	0.0379251743881377	0.92586458704045	neg
CREBRF	0	8	0	4	202.62	405.24	15	1	1	NA	1	0	4	8	-0.394242426035754	0.0863571775004427	neut	-0.153942624267656	-4.15731871214201	-1.44503591666332	14.4369273827722	0.00321266682689495	neg	-2.80117731440266	-0.212783379414829	0.0607378196851025	0.0156492164672723	0.235735808130026	neg
CREG1	0	2	0	0	30.69	61.38	15	1	1	NA	1	NA	0	2	-0.614958633662853	0.0532753604158695	neut	-0.280841636623492	-3.43930315679973	-0.0508021508042187	19.5850285587406	0.00214765073401608	neg	-1.74505265380198	-0.373485205718277	0.174655754040053	0.032086411790855	0.950458560902942	neg
CREG2	1	5	0	2	67.32	134.64	15	1	1	1	1	0.166666666666667	2	6	-0.402860068840805	0.164680092046464	neut	-0.119089988397171	-3.35004333586768	-0.541146203554495	12.5806446802683	0.00439856435415924	neg	-1.94559476971109	-0.166969471430166	0.142900475603443	0.0350821445542501	0.582076412253063	neg
CRELD2	3	2	1	0	95.7	191.4	15	1	1	-Inf	1	-0.4	1	5	-0.722480485402812	-0.118786111168484	neg	-0.420633298285648	-1.79060696632108	0.592759993218038	26.6277884442448	0.00141698255913654	neut	-0.598923486551522	-0.539093101767064	0.640752844320612	0.194603387106638	2.10976787651452	neut
CREM	2	2	0	1	115.5	231	15	1	1	1	1	0.5	1	4	-0.66628251780752	-0.0795967414903204	neg	-0.37293962964892	-2.62445749829113	-0.0139997942222123	24.551887055635	0.00152035032914173	neg	-1.31922864625667	-0.483510715564911	0.306688476760331	0.0831206213559489	1.13121432473999	neut
CRH	1	0	1	0	33	66	15	1	1	NA	1	0	1	1	-0.69671893192415	-0.0296602477439359	neg	-0.363189589834043	-2.18299401385848	0.782089064218226	22.7561575773248	0.00183182650637385	neut	-0.700452474820126	-0.472788168081686	0.567604184417706	0.128879423818712	2.49983364899398	neut
CRHR1	0	10	0	1	100.32	200.64	15	1	1	NA	1	0	1	10	-0.377854215845133	0.156438416420108	neut	-0.110707899712513	-3.88505951119158	-1.02602769421646	12.7803926620969	0.00410175422432605	neg	-2.45554360270402	-0.155387335939716	0.085832865446551	0.0205578381917504	0.358444444123324	neg
CRHR2	0	3	0	1	105.27	210.54	15	1	1	NA	1	0	1	3	-0.594086630558804	-0.00593373977629041	neg	-0.300010185167547	-3.65642313332551	-0.629760479010095	21.0147105765055	0.00182987162595359	neg	-2.1430918061678	-0.396475868926432	0.13114939302047	0.0288763517967054	0.595670310255768	neg
CRIM1	0	13	0	1	245.52	491.04	15	1	1	NA	1	0	1	13	-0.487931067349222	0.00161812851304055	neut	-0.243156469418091	-3.90248056309757	-1.2580211421816	18.637902366474	0.00216113693970864	neg	-2.58025085263958	-0.326459090517282	0.0757548210781859	0.0202076484269531	0.284211897341739	neg
CRIPT	0	3	0	1	26.4	52.8	15	1	1	NA	1	0	1	3	-0.457649419018901	0.192605560199213	neut	-0.132521929409844	-3.69835716284075	-0.335966681422208	13.1112526670222	0.00408293814945378	neg	-2.01716192213148	-0.184876620337112	0.133029180240412	0.0247652416132427	0.714623034215025	neg
CRISP2	2	2	0	0	85.8	171.6	15	1	1	NA	1	NA	0	4	-0.718692778724444	-0.0999648722240935	neg	-0.409328825474269	-2.39516848440886	0.309661206577491	26.8349573305828	0.00134470192099026	neut	-1.04275363891568	-0.525660824824438	0.409450313573762	0.105889946875844	1.58324076987185	neut
CRISPLD1	2	5	0	0	142.23	284.46	15	1	1	NA	1	NA	0	7	-0.678965113701916	-0.105454703078031	neg	-0.392209908389973	-2.62218153673768	-0.0843802463920433	26.1431321773041	0.00136671923118489	neg	-1.35328089156486	-0.505690511352677	0.298375181649667	0.0839143734622322	1.06128054816885	neut
CRISPLD2	1	8	1	2	154.11	308.22	15	1	0.454545454545454	-3	1	-0.222222222222222	3	9	-0.455403352227491	0.0521843317674615	neut	-0.201609510230015	-3.10081818750801	-0.703646871676491	15.6171885387096	0.00307863622245838	neg	-1.90223252959225	-0.274925647389059	0.149234537597955	0.0450140765412832	0.494770721594877	neg
CRK	0	2	0	1	60.39	120.78	15	1	1	NA	1	0	1	2	-0.564324115564403	0.0570180975728566	neut	-0.253653008995773	-3.6333767477526	-0.44766854989672	18.3788542982854	0.00231750267186907	neg	-2.04052264882466	-0.339967646659275	0.129957989089163	0.0264566467871527	0.6391161073339	neg
CRLF2	4	7	0	0	122.76	245.52	15	1	1	NA	1	NA	0	11	-0.61404185301612	-0.0523731374213744	neg	-0.333207495218747	-2.07492349283409	0.181299511138391	21.9413024754783	0.00192216775625306	neut	-0.94681199084785	-0.436837131795321	0.438989927774149	0.142074666093281	1.35640024558343	neut
CRLF3	1	6	1	2	134.97	269.94	15	1	1	-2	1	-0.19047619047619	3	7	-0.479110587096431	0.0461747575097051	neut	-0.216467914793363	-3.02651616933178	-0.570536455538766	16.1342823404504	0.00294100631492474	neg	-1.79852631243527	-0.293866997550922	0.165542610009341	0.0484847878748077	0.56521289504399	neg
CRMP1	0	5	0	0	164.34	328.68	15	1	1	NA	1	NA	0	5	-0.675834416174016	-0.103435003221974	neg	-0.389634709697995	-3.54840890412375	-0.638362785701433	26.9339473540554	0.0012078549312939	neg	-2.09338584491259	-0.502213088827171	0.14219577322582	0.0331874239230234	0.609256683267988	neg
CRNKL1	7	10	1	2	228.36	456.72	15	1	1	0.285714285714286	1	0.0784313725490196	3	17	-0.544840110075376	-0.0627721836853963	neg	-0.303806146880386	-1.84412449480478	-0.0611103996969921	19.9604783242936	0.00224257943183911	neg	-0.952617447250888	-0.401881887266773	0.431995250847522	0.177147036166083	1.0535276989094	neut
CROCC	1	1	1	0	22.77	45.54	15	1	1	-Inf	1	-0.5	1	2	-0.635250504888366	0.0393093369520474	neut	-0.297970583968159	-2.18547114543926	0.846586072970345	19.0201820144799	0.00249200079452829	neut	-0.669442536234456	-0.395284713442901	0.511984150933654	0.112424380265576	2.33165663657877	neut
CROT	9	10	1	1	214.5	429	15	1	1	-0.111111111111111	1	-0.0263157894736842	2	19	-0.596296423599191	-0.0987647512530303	neg	-0.347530587426111	-1.45293496712563	0.279621530425596	22.2549655553634	0.00193842956907986	neut	-0.586656718350018	-0.454120210884022	0.632527011340388	0.265979864801183	1.50418254580246	neut
CRP	2	3	1	1	11.22	22.44	15	1	1	-0.5	1	-0.1	2	5	-0.419024277982933	0.250881004303826	neut	-0.0840716368395537	-1.91224096148239	1.00087840587551	10.300945592485	0.00701537369879633	neut	-0.455681277803441	-0.120089912306156	0.634015433833045	0.147748207965963	2.72066984541543	neut
CRTAC1	3	8	1	4	98.67	197.34	15	1	1	0.333333333333333	1	0.0727272727272727	5	11	-0.279390193954896	0.206140127465953	neut	-0.0366250332444716	-2.69243085970858	-0.562295752553824	9.63892514359935	0.00696457890521435	neg	-1.6273633061312	-0.0531020550617779	0.196448246095876	0.0677142806494635	0.569891738154285	neg
CRTAM	12	12	4	1	145.2	290.4	15	1	0.343185550082102	-3	1	-0.3	5	24	-0.461683847477514	0.0210293472267013	neut	-0.220327250125406	-1.00751841686988	0.548432629134638	14.9946400820973	0.00388264501130673	neut	-0.229542893867623	-0.299778097861963	0.794886105321553	0.365131370752583	1.73053622379195	neut
CRTAP	2	3	1	0	79.2	158.4	15	1	1	-Inf	1	-0.6	1	5	-0.655951438376302	-0.0498217894636486	neg	-0.352886613919975	-2.12965866603086	0.395807107943231	22.4685541620674	0.00184624893587981	neut	-0.866925779043814	-0.460504819787174	0.478821764488749	0.135446630148035	1.69268294459787	neut
CRY1	0	6	0	0	203.94	407.88	15	1	1	NA	1	NA	0	6	-0.682466740788795	-0.126095947175653	neg	-0.404281343982224	-3.57656880234248	-0.73322142755245	28.1359297484427	0.00111430469644869	neg	-2.15489511494747	-0.519048510569726	0.134381407296628	0.032427718389856	0.556884512703027	neg
CRY2	0	7	0	2	166.65	333.3	15	1	1	NA	1	0	2	7	-0.484171403975707	0.0378600628520209	neut	-0.223155670561843	-3.90946410791179	-1.10216189502315	17.3547442142502	0.00244045442810572	neg	-2.50581300146747	-0.3016875580109	0.0816000578755288	0.0200693614414782	0.332152118211469	neg
CRY4	7	8	2	2	172.92	345.84	15	1	1	-0.142857142857143	1	-0.0333333333333333	4	15	-0.521304795915059	-0.0258747536472561	neg	-0.273589774781157	-1.62596600476782	0.15324065046402	17.8644925518354	0.00274957932378607	neut	-0.736362677151902	-0.365576684035457	0.53062168294419	0.217994278434026	1.2916510965294	neut
CRYAA	1	1	1	0	40.92	81.84	15	1	1	-Inf	1	-0.5	1	2	-0.666443488907783	-0.0143077805154568	neg	-0.34037563471162	-2.288038393583	0.599212304373673	21.5828675289796	0.00197802514773813	neut	-0.844413044604661	-0.445828001252121	0.487608021398586	0.115110572217525	2.06556328985987	neut
CRYBA4	0	1	0	1	10.56	21.12	15	1	1	NA	1	0	1	1	-0.50692448618388	0.188120895214814	neut	-0.159401795484533	-3.62109562250233	-0.015375304954899	13.9370228315279	0.00375726256442367	neg	-1.81823546372861	-0.220439494235722	0.162311832133073	0.0267313142158555	0.984729253987281	neg
CRYBB1	3	4	2	3	29.04	58.08	15	1	1	0.111111111111111	1	0.0285714285714285	5	7	-0.252269700984363	0.316847265464907	neut	0.0322887822402724	-1.9777163247262	0.326745100781964	7.37146211716029	0.0114518269801722	neut	-0.825485611972117	0.0484741427102472	0.438021439052342	0.138380993908696	1.38644764480887	neut
CRYBB3	0	1	0	1	19.47	38.94	15	1	1	NA	1	0	1	1	-0.527742078308769	0.148413665972639	neut	-0.189664206168065	-3.61094876939276	-0.126938904094686	15.2176782099718	0.00323111059377023	neg	-1.86894383674372	-0.259578650150903	0.154286310870265	0.0270124524111269	0.880785662202143	neg
CRYBG3	61	36	9	2	869.22	1738.44	15	1	0.321886757777011	-1.65573770491803	1	-0.189315838800375	11	97	-0.6564813220073	-0.280518479711646	neg	-0.468499900859473	-0.17302107989888	0.780334291289584	29.8779674129357	0.00128327577235602	neut	0.303656605695352	-0.593331244560588	1.60587780415593	0.996982640649694	2.58660968766649	neut
CRYGN	1	4	0	0	97.02	194.04	15	1	1	NA	1	NA	0	5	-0.648180978394809	-0.0479295870941902	neg	-0.3480552827445	-2.97599664197314	-0.150295326459364	23.3963550893116	0.00161804229272948	neg	-1.56314598421625	-0.454097933988393	0.238225799277802	0.0579958371959422	0.978544380121786	neg
CRYGS	1	1	0	0	30.03	60.06	15	1	1	NA	1	NA	0	2	-0.670590826542408	0.00164230738672633	neut	-0.334474259577841	-2.71737550903039	0.477101430454826	21.918707235438	0.00188429039158466	neut	-1.12013703928778	-0.438401068333579	0.326234951217224	0.0660462954776877	1.61139642655176	neut
CRYL1	3	3	1	1	119.79	239.58	15	1	1	0	1	0	2	6	-0.635577452615952	-0.0679545506759517	neg	-0.351766001645952	-2.07989947904308	0.213192300767626	22.4127177053318	0.00183810320105047	neut	-0.933353589137727	-0.459181946547501	0.44787613914211	0.142303247212158	1.40960581044614	neut
CRYM	1	1	0	0	70.95	141.9	15	1	1	NA	1	NA	0	2	-0.727793445129203	-0.0906929850705362	neg	-0.409243215099869	-2.79445796162456	0.181282517093763	27.1409541770289	0.00128441701868488	neut	-1.3065877222654	-0.525397627838205	0.314474399555926	0.0710240869243439	1.39238514872436	neut
CRYZ	3	5	2	2	97.35	194.7	15	1	1	-0.666666666666667	1	-0.125	4	8	-0.460738159975	0.0734987105450308	neut	-0.193619724714985	-2.1077607024735	0.0313275640055992	14.3515752599562	0.003836128537907	neut	-1.03821656923395	-0.265443384259782	0.354111314867547	0.121508368695151	1.0318025549702	neut
CRYZL1	3	5	2	2	80.52	161.04	15	1	1	-0.666666666666667	1	-0.125	4	8	-0.430673083030875	0.110405313374594	neut	-0.160133884828141	-2.07586838587407	0.0889684067554201	13.0396861691375	0.00451620257596445	neut	-0.993449989559324	-0.222114379369706	0.370300416158307	0.125445434038333	1.0930760564908	neut
CS	1	2	1	0	33.33	66.66	15	1	1	-Inf	1	-0.666666666666667	1	3	-0.611474873539853	0.0422138831406659	neut	-0.284630495199594	-2.31818209570768	0.592888205846384	18.5633694258191	0.00255011061189191	neut	-0.862646944930646	-0.37894144205974	0.422043197556899	0.0984537807992289	1.8091994901937	neut
CSDE1	0	6	0	0	241.89	483.78	15	1	1	NA	1	NA	0	6	-0.713855550375266	-0.164033688344341	neg	-0.438944619359804	-3.56809318669754	-0.757032377915007	30.8908482373914	0.000947813418348088	neg	-2.16256278230627	-0.558576412314408	0.134934297686702	0.0330909647900408	0.550218754465977	neg
CSE1L	2	16	0	2	495.33	990.66	15	1	1	1	1	0.111111111111111	2	18	-0.591931759838805	-0.144099356573956	neg	-0.368015558206381	-3.27603450720077	-1.11157964774002	25.5869593965496	0.0013056062490825	neg	-2.1938070774704	-0.477032091421732	0.127653603932162	0.0432614963302847	0.37674514462632	neg
CSF1	6	4	1	0	83.49	166.98	15	1	1	-Inf	1	-0.4	1	10	-0.659894909413588	-0.0682663656293725	neg	-0.36408063752148	-1.20606167666253	0.908461817550387	22.5139534202786	0.00197814021329619	neut	-0.148799929556073	-0.474026851419449	0.985790866087994	0.342473948620858	2.83761474249347	neut
CSF1R	22	21	4	5	326.37	652.74	15	1	1	0.236363636363636	1	0.0671834625322998	9	43	-0.397186143185091	0.00197946457615028	neut	-0.19760333930447	-1.120092000258	0.0842646933160784	14.6862745810408	0.00392474291930086	neut	-0.517913653470963	-0.270397480343816	0.595759947629583	0.326249644939868	1.0878865139156	neut
CSF2	10	6	1	1	45.54	91.08	15	1	1	0.4	1	0.125	2	16	-0.469111685831196	0.112396061057342	neut	-0.178357812386927	-0.730179406783848	1.21337444901007	13.3807104228	0.00493877122870962	neut	0.241597521113111	-0.24611638319712	1.27328080469621	0.481817586047436	3.36481790270575	neut
CSF2RA	16	4	0	0	127.05	254.1	15	1	1	NA	1	NA	0	20	-0.786940080617361	-0.210543974525872	neg	-0.498742027571617	-0.205432949064617	1.5720558726927	32.1160329728679	0.0011763857387142	neut	0.683311461814042	-0.627028270007281	2.37127706446029	0.974994728420485	5.76714516290838	neut
CSF2RB	13	11	3	3	198.99	397.98	15	1	1	0.153846153846154	1	0.0416666666666666	6	24	-0.464959491735539	-0.00540114125002011	neg	-0.235180316492779	-1.19504299020958	0.30090657898559	15.8915892571952	0.00344441911706661	neut	-0.447068205611995	-0.318210216388539	0.698989050803742	0.330848385894979	1.47678294500532	neut
CSF3	0	1	0	1	6.6	13.2	15	1	1	NA	1	0	1	1	-0.496894620862779	0.208884375895755	neut	-0.144005122483512	-3.62801885151008	0.051516659514965	13.3206245567481	0.00406057307907977	neut	-1.78825109599756	-0.200238312058056	0.167252369811131	0.0265414513402183	1.05284221343702	neut
CSF3R	5	6	2	3	86.46	172.92	15	1	1	0.2	1	0.0545454545454545	5	11	-0.367634080120791	0.144806945901114	neut	-0.111413567109838	-1.862447046473	0.0881181911442291	11.3480918949172	0.0057333120910015	neut	-0.887164427664386	-0.157342501590135	0.411821698497739	0.155291975117853	1.09214726934188	neut
CSGALNACT1	3	8	0	0	134.31	268.62	15	1	1	NA	1	NA	0	11	-0.589033432173448	-0.0372349661321003	neg	-0.313134199152774	-2.42317231383314	-0.0832383450399496	21.1036030379714	0.00199377335516426	neg	-1.25320532943654	-0.412684422626907	0.320855784592226	0.0995943754944707	1.03374018963769	neut
CSGALNACT2	0	4	0	0	184.8	369.6	15	1	1	NA	1	NA	0	4	-0.725854310997376	-0.151021070880898	neg	-0.438437690939137	-3.50538979294714	-0.59612680017099	30.6129901231416	0.000972430340677292	neg	-2.05075829655906	-0.55808932662994	0.150877956063391	0.0352274213979166	0.64619733356179	neg
CSMD1	7	15	0	1	461.34	922.68	15	1	1	1	1	0.318181818181818	1	22	-0.672332412879679	-0.212696647569358	neg	-0.442514530224518	-2.07596402074058	-0.319190640436538	30.0564541253833	0.00109513377232065	neg	-1.19757733058856	-0.56307945243338	0.354679045911784	0.147341471093804	0.853657858189521	neg
CSMD2	7	53	4	14	939.84	1879.68	15	1	0.266360415542105	-1.16326530612245	1	-0.105555555555556	18	60	-0.28433291819871	0.037565305555803	neut	-0.123383806321453	-2.9726101659813	-1.70327774428533	12.5514281900337	0.00420928668847381	neg	-2.33794395513331	-0.172845380818564	0.0965288525635402	0.0511915837680515	0.18208992227315	neg
CSMD3	3	26	0	3	478.17	956.34	15	1	1	1	1	0.103448275862069	3	29	-0.42067030294847	-0.0154660551923027	neg	-0.218068179070386	-3.29548397768942	-1.36610137762209	17.353151578697	0.0025057024278178	neg	-2.33079267765575	-0.29509884467206	0.105556877444976	0.0402009903122449	0.276971384496305	neg
CSNK1D	0	4	0	0	176.22	352.44	15	1	1	NA	1	NA	0	4	-0.718251363492865	-0.141394391273753	neg	-0.429822877383309	-3.50705563558527	-0.587838614370945	29.9079763208809	0.00101264506964476	neg	-2.04744712497811	-0.548332651473102	0.150938396863011	0.0350664910850329	0.649681644960515	neg
CSNK1E	0	4	0	1	105.6	211.2	15	1	1	NA	1	0	1	4	-0.561792808529214	0.0181930494432072	neut	-0.271799879543003	-3.69367330089798	-0.693587729483855	19.5311714243148	0.00206277420762593	neg	-2.19363051519092	-0.362166617830697	0.111510859922152	0.0248823128738556	0.499772068336619	neg
CSNK1G1	0	9	0	4	129.36	258.72	15	1	1	NA	1	0	4	9	-0.277071125471	0.206899131946193	neut	-0.0350859967624039	-4.21062740252134	-1.45161668772489	10.3715221604188	0.00552150167031989	neg	-2.83112204512311	-0.0506645033464285	0.0589462238963805	0.0148369312061433	0.234189747752818	neg
CSNK2A2	1	1	1	0	64.02	128.04	15	1	1	-Inf	1	-0.5	1	2	-0.700294615449787	-0.067426673712619	neg	-0.383860644581203	-2.36293828638427	0.420069748022186	24.4708735856032	0.00157731758950289	neut	-0.971434269181041	-0.496630747337255	0.435943733736554	0.10841965275202	1.75288270971218	neut
CSPG4	18	25	10	8	386.76	773.52	15	1	0.403144972811836	-0.736111111111111	1	-0.136950904392765	18	43	-0.318382996648916	0.0444179445263344	neut	-0.136982526061291	-1.37724244165891	-0.285992965202185	11.4486834290974	0.00559593990448268	neg	-0.831617703430548	-0.192237666155858	0.435343784244881	0.252269004098762	0.751270347696872	neg
CSPP1	15	15	4	0	357.06	714.12	15	1	0.113011040193203	-Inf	1	-0.5	4	30	-0.663526191737173	-0.203382799298487	neg	-0.43345449551783	-0.931314850458585	0.503249668381769	26.8745178834357	0.00144903640066816	neut	-0.214032591038408	-0.554048315268022	0.945757059667248	0.461603363533936	1.93771549053236	neut
CSRNP1	3	9	3	0	162.69	325.38	15	1	0.0439560439560439	-Inf	1	-0.75	3	12	-0.565357237594718	-0.0482667212714828	neg	-0.3068119794331	-1.92662038857967	0.0571663202775899	19.4750804182112	0.0023285542557913	neut	-0.934727034151041	-0.405952084606937	0.440317420979608	0.163302479040967	1.18724059830397	neut
CSRNP2	2	2	0	0	68.31	136.62	15	1	1	NA	1	NA	0	4	-0.696579500991101	-0.067568882354226	neg	-0.382074191672664	-2.3597851803285	0.394580859174097	24.8439782933219	0.00154360473800041	neut	-0.982602160577201	-0.494253531439183	0.430798781628664	0.10868543302003	1.70756626280709	neut
CSRNP3	4	4	0	0	249.15	498.3	15	1	1	NA	1	NA	0	8	-0.821188403204413	-0.266858253979564	neg	-0.544023328591989	-2.01675112968143	0.192660427289054	38.4242848495617	0.000733434396500603	neut	-0.912045351196188	-0.675780905828544	0.488085965616513	0.161708820970456	1.47324420233866	neut
CSRP1	0	3	0	1	45.54	91.08	15	1	1	NA	1	0	1	3	-0.499606144182805	0.126399121070636	neut	-0.186603511556084	-3.68323067857137	-0.455359348579602	15.306857335373	0.0031426213145841	neg	-2.06929501357548	-0.255494751425007	0.126272624644869	0.0251460633150154	0.634219578082935	neg
CSRP2	0	7	0	2	72.93	145.86	15	1	1	NA	1	0	2	7	-0.339854975274179	0.210309310707273	neut	-0.064772832283453	-3.96331575300109	-0.99356808844092	11.1299665516127	0.00511034082283534	neg	-2.478441920721	-0.0925240657938868	0.0839026130338115	0.0189836116204516	0.370256712203818	neg
CSRP3	1	3	0	0	58.08	116.16	15	1	1	NA	1	NA	0	4	-0.631365356993026	-6.05419150905839e-05	neg	-0.315712949454058	-2.88854133296532	0.0835818581446575	21.2076119686346	0.00194156317785165	neut	-1.40247973741033	-0.415801387126971	0.276608513518745	0.0625868105713771	1.22254693485531	neut
