gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout
CNTN3	6	41	5	11	892.98	1785.96	15	1
CNTN4	8	47	3	9	1019.7	2039.4	15	1
CNTN5	12	9	2	0	269.61	539.22	15	1
CNTN6	24	27	7	3	1038.18	2076.36	15	1
CNTNAP1	5	37	2	32	1055.01	2110.02	15	1
CNTNAP2	6	7	0	0	314.82	629.64	15	1
CNTNAP5	23	47	3	8	1282.38	2564.76	15	1
CNTRL	76	86	21	16	2311.65	4623.3	15	1
COA5	1	1	0	1	41.580000000000005	83.16000000000001	15	1
COA6	1	1	0	0	31.68	63.36	15	1
COA7	2	12	2	1	229.68	459.36	15	1
COBLL1	47	38	5	4	1149.06	2298.12	15	1
COCH	4	11	2	1	526.6800000000001	1053.3600000000001	15	1
COG1	14	36	17	13	784.4100000000001	1568.8200000000002	15	1
COG3	3	38	6	1	763.2900000000001	1526.5800000000002	15	1
COG5	6	26	7	4	713.13	1426.26	15	1
COG6	1	14	2	3	637.23	1274.46	15	1
COG7	3	30	6	6	753.0600000000001	1506.1200000000001	15	1
COG8	0	6	0	5	184.14000000000001	368.28000000000003	15	1
COIL	19	19	2	0	546.8100000000001	1093.6200000000001	15	1
COL10A1	3	23	0	5	671.22	1342.44	15	1
COL11A1	9	57	9	3	1852.2900000000002	3704.5800000000004	15	1
COL12A1	16	99	5	7	3051.51	6103.02	15	1
COL13A1	13	32	8	7	719.73	1439.46	15	1
COL14A1	18	67	12	7	1750.3200000000002	3500.6400000000003	15	1
COL15A1	47	17	8	7	1334.52	2669.04	15	1
COL16A1	6	22	6	17	537.24	1074.48	15	1
COL17A1	27	62	10	13	1480.0500000000002	2960.1000000000004	15	1
COL18A1	16	37	17	20	1059.63	2119.26	15	1
COL19A1	24	13	2	0	393.36	786.72	15	1
COL1A1	16	2	1	4	273.57	547.14	15	1
COL1A2	2	33	0	13	1331.55	2663.1	15	1
COL20A1	29	76	18	24	1453.3200000000002	2906.6400000000003	15	1
COL21A1	7	35	1	5	912.7800000000001	1825.5600000000002	15	1
COL22A1	37	82	15	12	1710.0600000000002	3420.1200000000003	15	1
COL23A1	2	1	0	0	43.89	87.78	15	1
COL24A1	62	42	4	6	1651.3200000000002	3302.6400000000003	15	1
COL26A1	15	18	7	9	557.37	1114.74	15	1
COL28A1	34	32	7	8	1246.41	2492.82	15	1
COL2A1L	61	82	35	28	1469.49	2938.98	15	1
COL3A1	15	54	0	4	1440.45	2880.9	15	1
COL4A1	18	50	5	15	1753.95	3507.9	15	1
COL4A2	27	66	10	17	1650.99	3301.98	15	1
COL4A3	45	54	17	14	1626.24	3252.48	15	1
COL4A3BP	0	19	0	2	587.07	1174.14	15	1
COL4A4	40	69	11	9	1653.63	3307.26	15	1
COL4A5	11	59	1	6	1642.41	3284.82	15	1
COL4A6	25	68	7	14	1682.01	3364.02	15	1
COL5A1	8	81	1	20	1758.24	3516.48	15	1
COL5A2	7	59	0	7	1448.04	2896.08	15	1
COL6A1	5	47	9	18	930.6	1861.2	15	1
COL6A2	8	26	0	5	902.88	1805.76	15	1
COL6A3	35	151	7	11	3132.36	6264.72	15	1
COL6A6	154	100	37	23	2468.73	4937.46	15	1
COL8A1	0	28	4	9	601.9200000000001	1203.8400000000001	15	1
COL8A2	3	48	3	14	627	1254	15	1
COL9A1	8	38	7	4	910.8000000000001	1821.6000000000001	15	1
COL9A2	3	20	3	11	324.39000000000004	648.7800000000001	15	1
COL9A3	3	21	1	7	663.3000000000001	1326.6000000000001	15	1
COLCA2	1	10	0	2	150.81	301.62	15	1
COLEC10	5	12	1	3	301.95	603.9	15	1
COLEC11	2	12	0	1	269.28000000000003	538.5600000000001	15	1
COLEC12	3	22	3	6	785.07	1570.14	15	1
COLGALT2	8	18	2	3	584.4300000000001	1168.8600000000001	15	1
COLQ	3	18	5	3	448.47	896.94	15	1
COMMD1	3	6	4	2	151.14000000000001	302.28000000000003	15	1
COMMD10	2	3	0	1	118.14	236.28	15	1
COMMD2	2	3	0	1	150.15	300.3	15	1
COMMD4	0	9	1	5	138.27	276.54	15	1
COMMD5	1	2	1	0	181.83	363.66	15	1
COMMD6	7	12	3	3	188.43	376.86	15	1
COMMD7	0	6	1	1	171.27	342.54	15	1
COMMD8	4	5	1	0	108.9	217.8	15	1
COMMD9	1	3	1	3	150.15	300.3	15	1
COMT	7	8	2	2	281.16	562.32	15	1
COMTD1	2	9	2	1	232.32000000000002	464.64000000000004	15	1
COPA	3	40	3	9	1180.0800000000002	2360.1600000000003	15	1
COPB1	17	79	13	15	1093.29	2186.58	15	1
COPB2	2	43	1	15	903.87	1807.74	15	1
COPE	1	16	3	2	264.33	528.66	15	1
COPG2	1	41	2	13	851.07	1702.14	15	1
COPRS	10	7	2	1	181.17000000000002	362.34000000000003	15	1
COPS2	0	10	0	0	439.56	879.12	15	1
COPS4	0	15	0	3	402.93	805.86	15	1
COPS5	0	8	2	1	273.24	546.48	15	1
COPS7A	0	7	0	0	207.57000000000002	415.14000000000004	15	1
COPS7B	3	8	1	2	288.09000000000003	576.1800000000001	15	1
COPS8	2	5	0	0	205.92000000000002	411.84000000000003	15	1
COQ10A	4	8	1	2	121.77000000000001	243.54000000000002	15	1
COQ2	15	16	3	3	463.98	927.96	15	1
COQ3	14	13	2	1	322.41	644.82	15	1
COQ6	3	18	2	5	430.32	860.64	15	1
COQ7	1	2	0	0	132.66	265.32	15	1
COQ8A	5	20	1	3	643.5	1287	15	1
COQ9	4	8	2	0	281.49	562.98	15	1
COR8	13	10	3	5	319.77000000000004	639.5400000000001	15	1
CORIN	31	51	11	8	1399.53	2799.06	15	1
CORO1C	8	23	6	14	802.5600000000001	1605.1200000000001	15	1
CORO2A	14	25	2	1	517.77	1035.54	15	1
CORO2B	1	12	1	12	403.26	806.52	15	1
CORO6	1	3	0	2	219.78	439.56	15	1
COTL1	2	3	4	1	165.33	330.66	15	1
COX10	5	8	0	2	209.88000000000002	419.76000000000005	15	1
COX11	5	2	0	1	169.62	339.24	15	1
COX17	1	2	0	0	41.25	82.5	15	1
COX18	9	16	3	2	288.09000000000003	576.1800000000001	15	1
COX20	0	4	1	1	116.16000000000001	232.32000000000002	15	1
COX4I1	4	20	0	1	170.28	340.56	15	1
COX5A	0	2	0	2	116.49000000000001	232.98000000000002	15	1
COX7A2L	1	0	0	1	92.07000000000001	184.14000000000001	15	1
COX7B	3	6	0	0	78.21000000000001	156.42000000000002	15	1
CP	22	30	5	4	1069.2	2138.4	15	1
CPA1	6	13	4	1	309.54	619.08	15	1
CPA2	7	16	0	5	382.14000000000004	764.2800000000001	15	1
CPA5	9	17	5	11	379.17	758.34	15	1
CPA6	3	13	2	1	396.33000000000004	792.6600000000001	15	1
CPAMD8	9	63	4	9	1842.0600000000002	3684.1200000000003	15	1
CPB1	8	13	0	1	413.82	827.64	15	1
CPB2	2	11	3	2	417.78000000000003	835.5600000000001	15	1
CPD	15	73	4	15	1185.69	2371.38	15	1
CPE	6	13	1	2	431.64000000000004	863.2800000000001	15	1
CPEB1	4	24	1	7	555.72	1111.44	15	1
CPEB2	0	6	1	4	447.81	895.62	15	1
CPEB3	0	10	0	2	657.36	1314.72	15	1
CPEB4	0	8	0	2	691.02	1382.04	15	1
CPED1	28	12	4	0	512.16	1024.32	15	1
CPLX2	0	2	0	4	127.05000000000001	254.10000000000002	15	1
CPLX3	0	2	0	1	70.95	141.9	15	1
CPLX4	0	6	0	1	159.39000000000001	318.78000000000003	15	1
CPM	23	23	4	7	406.56	813.12	15	1
CPN1	5	23	0	2	449.46000000000004	898.9200000000001	15	1
CPNE1	9	22	7	5	487.08000000000004	974.1600000000001	15	1
CPNE2	0	18	2	3	538.5600000000001	1077.1200000000001	15	1
CPNE3	8	16	0	2	528.66	1057.32	15	1
CPNE7	3	9	3	9	322.08000000000004	644.1600000000001	15	1
CPNE8	1	13	0	1	527.01	1054.02	15	1
CPNE9	1	8	6	12	379.83000000000004	759.6600000000001	15	1
CPO	11	16	0	0	448.47	896.94	15	1
CPOX	2	12	0	2	272.91	545.82	15	1
CPPED1	8	10	3	1	309.87	619.74	15	1
CPQ	3	4	3	2	223.41	446.82	15	1
CPS1	29	53	6	5	1584.66	3169.32	15	1
CPSF2	1	23	0	1	775.1700000000001	1550.3400000000001	15	1
CPSF3	0	28	0	5	619.08	1238.16	15	1
CPSF4	0	4	0	1	189.09	378.18	15	1
CPSF4L	12	5	3	2	143.22	286.44	15	1
CPSF6	4	10	0	3	543.1800000000001	1086.3600000000001	15	1
CPSF7	3	6	0	1	153.45000000000002	306.90000000000003	15	1
CPT2	11	22	5	7	639.5400000000001	1279.0800000000002	15	1
CPTP	1	7	0	2	177.54000000000002	355.08000000000004	15	1
CPXM2	14	37	4	4	848.76	1697.52	15	1
CPZ	14	35	6	2	643.5	1287	15	1
CR1L	78	48	11	10	832.26	1664.52	15	1
CRABP2	1	3	0	0	136.62	273.24	15	1
CRACR2B	23	27	14	4	700.9200000000001	1401.8400000000001	15	1
CRAMP1	12	51	2	14	1345.41	2690.82	15	1
CRAT	3	34	1	8	611.82	1223.64	15	1
CRB1	36	50	7	3	1295.25	2590.5	15	1
CRB2	52	74	13	19	1461.24	2922.48	15	1
CRBN	2	14	0	3	430.65000000000003	861.3000000000001	15	1
CRCBL	46	35	15	7	885.72	1771.44	15	1
CRCP	0	3	0	0	147.18	294.36	15	1
CREB1	0	5	1	0	316.8	633.6	15	1
CREB3	12	15	5	5	353.43	706.86	15	1
CREB3L1	2	11	1	3	470.25	940.5	15	1
CREB3L2	1	16	3	4	495.66	991.32	15	1
CREB3L3	6	12	4	13	236.94	473.88	15	1
CREB5	1	1	0	0	93.72	187.44	15	1
CREBL2	3	2	0	0	131.67000000000002	263.34000000000003	15	1
CREBRF	0	23	2	8	630.63	1261.26	15	1
CREG1	0	6	0	0	137.61	275.22	15	1
CREG2	12	11	3	4	217.8	435.6	15	1
CRELD2	4	8	1	0	308.88	617.76	15	1
CREM	4	10	0	1	381.15000000000003	762.3000000000001	15	1
CRH	1	0	2	0	178.20000000000002	356.40000000000003	15	1
CRHBP	4	15	0	1	292.05	584.1	15	1
CRHR1	0	20	1	1	416.79	833.58	15	1
CRHR2	0	6	0	3	347.49	694.98	15	1
CRIM1	2	34	1	2	876.1500000000001	1752.3000000000002	15	1
CRIP1	0	3	0	1	64.02	128.04	15	1
CRIP2	0	4	0	3	183.15	366.3	15	1
CRIPT	0	3	0	1	100.98	201.96	15	1
CRISP2	4	8	0	0	256.41	512.82	15	1
CRISPLD1	6	18	0	0	484.44	968.88	15	1
CRISPLD2	3	23	2	4	498.96000000000004	997.9200000000001	15	1
CRK	1	2	0	1	256.41	512.82	15	1
CRLF2	10	17	0	1	374.22	748.44	15	1
CRLF3	2	13	1	3	405.57	811.14	15	1
CRMP1	1	15	1	1	554.4	1108.8	15	1
CRNKL1	31	33	6	7	842.49	1684.98	15	1
CROCC	7	9	8	9	344.52000000000004	689.0400000000001	15	1
CROT	19	25	2	4	615.45	1230.9	15	1
CRP	4	5	1	1	166.98000000000002	333.96000000000004	15	1
CRTAC1	11	41	11	19	599.28	1198.56	15	1
CRTAM	27	27	11	7	470.58000000000004	941.1600000000001	15	1
CRTAP	6	14	1	0	370.26	740.52	15	1
CRY1	0	18	2	1	607.86	1215.72	15	1
CRY2	3	19	3	3	516.12	1032.24	15	1
CRY4	15	26	7	9	524.7	1049.4	15	1
CRYAA	1	4	3	1	172.26000000000002	344.52000000000004	15	1
CRYAB	3	8	0	2	173.25	346.5	15	1
CRYBA1	1	5	1	1	213.84	427.68	15	1
CRYBA2	2	0	2	1	137.94	275.88	15	1
CRYBA4	1	5	3	5	106.92	213.84	15	1
CRYBB1	10	10	9	9	208.56	417.12	15	1
CRYBB2	0	4	0	5	155.76000000000002	311.52000000000004	15	1
CRYBB3	3	4	1	3	174.24	348.48	15	1
CRYBG3	136	94	28	11	2514.27	5028.54	15	1
CRYGN	9	12	6	2	302.28000000000003	604.5600000000001	15	1
CRYGS	2	5	2	2	162.03	324.06	15	1
CRYL1	3	5	2	3	312.51	625.02	15	1
CRYM	2	12	0	0	254.76000000000002	509.52000000000004	15	1
CRYZ	6	9	3	2	328.68	657.36	15	1
CRYZL1	2	7	3	4	297.99	595.98	15	1
CS	1	11	1	3	338.91	677.82	15	1
CSDC2	0	2	0	0	87.12	174.24	15	1
CSDE1	1	23	0	0	873.84	1747.68	15	1
CSE1L	7	43	1	7	1579.0500000000002	3158.1000000000004	15	1
CSF1	17	20	4	6	495	990	15	1
CSF1R	42	47	10	13	979.11	1958.22	15	1
CSF2	22	10	2	2	139.59	279.18	15	1
CSF2RA	38	7	2	1	396.99	793.98	15	1
CSF2RB	33	22	8	6	620.4	1240.8	15	1
CSF3	0	3	0	4	80.19	160.38	15	1
CSF3R	19	28	14	17	653.4	1306.8	15	1
CSGALNACT1	4	32	2	5	501.93	1003.86	15	1
CSGALNACT2	1	19	0	3	536.58	1073.16	15	1
CSK	0	3	0	0	112.53	225.06	15	1
CSMD1	21	55	3	3	1663.53	3327.06	15	1
CSMD2	11	147	9	31	3226.7400000000002	6453.4800000000005	15	1
CSMD3	10	73	4	9	1799.16	3598.32	15	1
CSNK1A1	0	5	0	0	308.88	617.76	15	1
CSNK1D	1	10	0	0	401.94	803.88	15	1
CSNK1E	0	20	0	7	412.83000000000004	825.6600000000001	15	1
CSNK1G1	0	16	0	8	460.35	920.7	15	1
CSNK2A1	0	11	0	5	388.08000000000004	776.1600000000001	15	1
CSNK2A2	0	5	1	1	301.95	603.9	15	1
CSPG4	62	81	44	33	2022.9	4045.8	15	1
CSPG5	1	1	1	0	8.58	17.16	15	1
CSPP1	38	41	11	3	1188.3300000000002	2376.6600000000003	15	1
CSRNP1	13	34	6	4	565.2900000000001	1130.5800000000002	15	1
CSRNP2	8	11	5	11	492.69	985.38	15	1
CSRNP3	11	19	2	2	745.47	1490.94	15	1
CSRP1	1	7	0	5	191.07000000000002	382.14000000000004	15	1
CSRP2	0	12	0	6	193.05	386.1	15	1
CSRP3	5	11	1	0	221.10000000000002	442.20000000000005	15	1
CST3	9	4	0	2	135.3	270.6	15	1
CST7	5	8	0	4	146.52	293.04	15	1
CSTA-CSTB	9	1	0	1	61.050000000000004	122.10000000000001	15	1
CSTF1	0	16	0	0	458.37	916.74	15	1
CSTF2	0	22	0	9	526.02	1052.04	15	1
CSTF3	0	16	1	3	701.9100000000001	1403.8200000000002	15	1
CTBP1	2	6	1	0	397.65000000000003	795.3000000000001	15	1
CTBP2	18	53	17	26	962.61	1925.22	15	1
CTBPL	1	6	0	0	436.59000000000003	873.1800000000001	15	1
CTC1	58	47	10	11	1224.3	2448.6	15	1
CTCF	2	24	1	2	734.58	1469.16	15	1
CTDP1	9	31	4	3	790.6800000000001	1581.3600000000001	15	1
CTDSPL	7	5	1	0	316.14000000000004	632.2800000000001	15	1
CTDSPL2	0	10	0	1	464.31	928.62	15	1
CTGF	2	10	1	0	307.23	614.46	15	1
CTGFL	4	7	3	4	304.59000000000003	609.1800000000001	15	1
CTH	2	14	3	5	383.46000000000004	766.9200000000001	15	1
CTHRC1	1	12	0	1	198.66	397.32	15	1
CTIF	10	8	3	5	459.69	919.38	15	1
CTLA4	3	4	0	0	203.94	407.88	15	1
CTNNA2	1	10	0	0	634.59	1269.18	15	1
CTNNA3	25	35	9	2	1020.36	2040.72	15	1
CTNNAL1	4	19	3	3	746.7900000000001	1493.5800000000002	15	1
CTNNB1	0	21	3	5	774.1800000000001	1548.3600000000001	15	1
CTNNBL1	5	29	1	5	594	1188	15	1
CTNND1	5	50	1	12	900.9000000000001	1801.8000000000002	15	1
CTNND2	7	12	8	8	1135.2	2270.4	15	1
CTNS	3	13	5	2	379.17	758.34	15	1
CTPS1	2	21	2	5	561.33	1122.66	15	1
CTPS2	2	17	1	4	581.13	1162.26	15	1
CTR9	2	46	3	6	1144.77	2289.54	15	1
CTRC	1	0	1	1	13.860000000000001	27.720000000000002	15	1
CTRL	15	8	0	2	250.47	500.94	15	1
CTSA	30	13	0	2	757.6800000000001	1515.3600000000001	15	1
CTSB	0	7	1	6	331.65000000000003	663.3000000000001	15	1
CTSC	5	19	0	3	413.16	826.32	15	1
CTSD	0	28	1	10	357.06	714.12	15	1
CTSE	16	15	7	6	386.43	772.86	15	1
CTSEAL	2	20	1	9	401.94	803.88	15	1
CTSG	7	13	1	0	241.23000000000002	482.46000000000004	15	1
CTSH	0	17	2	5	264.66	529.32	15	1
CTSK	5	22	0	3	329.67	659.34	15	1
CTSO	12	8	1	0	235.29000000000002	470.58000000000004	15	1
CTSS	8	26	2	1	326.04	652.08	15	1
CTSV	14	25	2	1	396.66	793.32	15	1
CTSZ	0	13	0	1	266.31	532.62	15	1
CTTN	1	17	0	1	511.83000000000004	1023.6600000000001	15	1
CTTNBP2	14	27	2	4	1142.79	2285.58	15	1
CTTNBP2NL	4	15	3	2	631.62	1263.24	15	1
CTU2	4	7	0	5	147.84	295.68	15	1
CTXN3	2	2	1	0	97.02000000000001	194.04000000000002	15	1
CUBN	72	121	29	24	3655.7400000000002	7311.4800000000005	15	1
CUEDC1	3	16	2	7	329.01	658.02	15	1
CUEDC2	5	15	0	5	282.15000000000003	564.3000000000001	15	1
CUL1	0	19	0	3	752.4000000000001	1504.8000000000002	15	1
CUL2	0	19	1	0	704.88	1409.76	15	1
CUL3	1	20	0	3	744.48	1488.96	15	1
CUL4A	0	17	1	2	644.1600000000001	1288.3200000000002	15	1
CUL4B	3	32	0	2	804.21	1608.42	15	1
CUL5	0	14	0	6	773.19	1546.38	15	1
CUL9	11	27	9	9	818.07	1636.14	15	1
CUTA	1	6	1	1	140.58	281.16	15	1
CUX1	6	10	3	4	231.66000000000003	463.32000000000005	15	1
CUX2	12	23	17	19	1074.81	2149.62	15	1
CUZD1	25	38	11	9	593.01	1186.02	15	1
CWC15	0	14	0	1	228.69	457.38	15	1
CWC22	10	25	3	0	856.0200000000001	1712.0400000000002	15	1
CWC25	9	31	2	5	416.13	832.26	15	1
CWC27	6	13	0	0	330.66	661.32	15	1
CWF19L1	7	16	1	0	442.53000000000003	885.0600000000001	15	1
CWF19L2	7	16	3	3	400.95000000000005	801.9000000000001	15	1
CWH43	12	25	6	2	717.4200000000001	1434.8400000000001	15	1
CX3CL1	54	17	9	6	579.15	1158.3	15	1
CX3CR1	15	22	0	1	351.45	702.9	15	1
CXADR	4	6	1	1	310.2	620.4	15	1
CXCL13	2	2	2	0	84.48	168.96	15	1
CXCL13L2	2	1	0	1	45.870000000000005	91.74000000000001	15	1
CXCL13L3	4	5	1	1	104.94000000000001	209.88000000000002	15	1
CXCL14	0	4	0	0	76.89	153.78	15	1
CXCR1	5	5	2	8	334.95	669.9	15	1
CXCR4	1	15	0	4	350.46000000000004	700.9200000000001	15	1
CXCR5	4	19	1	0	368.28000000000003	736.5600000000001	15	1
CXorf21	6	19	2	0	289.08000000000004	578.1600000000001	15	1
CXorf23	12	29	1	10	713.7900000000001	1427.5800000000002	15	1
CXorf40B	0	9	0	0	154.44	308.88	15	1
CXorf65	1	1	1	0	98.34	196.68	15	1
CYB561	0	6	1	5	162.69	325.38	15	1
CYB561A3	6	6	0	2	141.57	283.14	15	1
CYB561D2	0	2	0	2	50.49	100.98	15	1
CYB5A	0	1	0	2	110.88000000000001	221.76000000000002	15	1
CYB5B	1	3	2	2	99.99000000000001	199.98000000000002	15	1
CYB5D2	5	8	2	3	132.33	264.66	15	1
CYB5R2	5	10	1	1	267.63	535.26	15	1
CYB5R3	5	15	0	0	285.45	570.9	15	1
CYBB	4	17	1	5	565.2900000000001	1130.5800000000002	15	1
CYBRD1	12	15	1	2	260.7	521.4	15	1
CYCS	0	7	0	5	104.94000000000001	209.88000000000002	15	1
CYFIP1	0	38	0	7	1241.46	2482.92	15	1
CYFIP2	0	33	0	4	1241.46	2482.92	15	1
CYGB	0	8	0	2	172.26000000000002	344.52000000000004	15	1
CYLD	2	29	2	10	945.45	1890.9	15	1
CYP11A1	7	13	4	12	458.04	916.08	15	1
CYP19A1	5	14	1	2	498.96000000000004	997.9200000000001	15	1
CYP1A1	17	23	7	14	468.6	937.2	15	1
CYP1A2	21	25	13	13	474.54	949.08	15	1
CYP1B1	3	10	0	3	386.76	773.52	15	1
CYP1C1	21	44	7	6	509.85	1019.7	15	1
CYP20A1	6	23	2	0	441.54	883.08	15	1
CYP21A1	2	9	1	2	86.79	173.58	15	1
CYP24A1	4	14	1	1	363	726	15	1
CYP26A1	6	17	1	3	478.83000000000004	957.6600000000001	15	1
CYP26B1	8	8	1	8	372.90000000000003	745.8000000000001	15	1
CYP26C1	12	28	0	2	445.17	890.34	15	1
CYP27C1	1	13	5	3	548.13	1096.26	15	1
CYP2AB1	12	16	3	4	485.1	970.2	15	1
CYP2AB2	24	16	0	4	483.12	966.24	15	1
CYP2AB3	12	21	4	3	486.09000000000003	972.1800000000001	15	1
CYP2AB4	9	15	2	1	486.09000000000003	972.1800000000001	15	1
CYP2AB5	7	14	3	6	441.54	883.08	15	1
CYP2AC1-CYP2AC2	26	22	3	0	892.6500000000001	1785.3000000000002	15	1
CYP2AC7	5	38	2	5	911.13	1822.26	15	1
CYP2C23a-CYP2C23b	23	23	0	4	490.05	980.1	15	1
CYP2C45-RP11-400G3.5	13	13	0	3	490.05	980.1	15	1
CYP2D6	13	26	4	6	498.96000000000004	997.9200000000001	15	1
CYP2J19	6	12	6	8	485.76000000000005	971.5200000000001	15	1
CYP2J21-CYP2J22-CYP2J23	28	31	1	12	487.08000000000004	974.1600000000001	15	1
CYP2R1	0	16	3	3	422.73	845.46	15	1
CYP2U1	8	21	2	4	475.20000000000005	950.4000000000001	15	1
CYP2W2	12	20	2	0	488.07000000000005	976.1400000000001	15	1
CYP39A1	18	9	0	1	489.06	978.12	15	1
CYP3A4	3	24	2	8	500.28000000000003	1000.5600000000001	15	1
CYP3A5	6	22	0	9	505.89000000000004	1011.7800000000001	15	1
CYP46A1	6	21	3	2	487.41	974.82	15	1
CYP4A22	5	17	3	6	443.85	887.7	15	1
CYP4V2	42	36	5	2	1039.17	2078.34	15	1
CYP51A1	44	41	7	8	1253.3400000000001	2506.6800000000003	15	1
CYP7A1	11	17	0	2	507.87	1015.74	15	1
CYP8B1	36	52	20	21	874.1700000000001	1748.3400000000001	15	1
CYR61	3	16	2	2	343.2	686.4	15	1
CYSLTR1	0	6	1	2	342.54	685.08	15	1
CYSLTR2	8	10	2	4	307.89	615.78	15	1
CYTH4	4	13	0	4	454.41	908.82	15	1
CYTIP	10	17	1	4	322.08000000000004	644.1600000000001	15	1
CYTL1	6	7	2	0	129.69	259.38	15	1
CYYR1	8	3	0	0	128.70000000000002	257.40000000000003	15	1
CZH18ORF25	3	12	2	3	324.06	648.12	15	1
CZH18ORF32	6	11	1	3	99.99000000000001	199.98000000000002	15	1
CZH5ORF34	28	12	4	0	586.74	1173.48	15	1
CZH5ORF42	133	81	11	6	2322.54	4645.08	15	1
CZH9orf24	13	16	1	1	262.02000000000004	524.0400000000001	15	1
CZH9ORF3	25	27	4	1	692.6700000000001	1385.3400000000001	15	1
CZH9orf64	7	13	1	1	304.59000000000003	609.1800000000001	15	1
CZH9orf72	4	15	0	3	477.18	954.36	15	1
D2HGDH	11	29	5	10	528	1056	15	1
DAAM1	5	38	3	10	972.84	1945.68	15	1
DAAM2	15	40	4	4	1122	2244	15	1
DAB2	42	49	4	3	1182.72	2365.44	15	1
DAB2IP	4	25	5	12	1093.29	2186.58	15	1
DACH1	2	9	0	1	323.73	647.46	15	1
DACH2	1	9	0	1	421.74	843.48	15	1
DACT1	9	44	2	5	709.5	1419	15	1
DACT2	20	24	2	5	785.07	1570.14	15	1
DAD1	1	6	0	2	116.16000000000001	232.32000000000002	15	1
DAGLA	0	30	2	9	998.9100000000001	1997.8200000000002	15	1
DAGLB	8	21	1	0	665.61	1331.22	15	1
DALRD3	21	36	2	8	412.83000000000004	825.6600000000001	15	1
DAO	10	8	1	8	341.88	683.76	15	1
DAP	16	6	0	2	174.24	348.48	15	1
DAP3	10	12	1	0	369.6	739.2	15	1
DAPK1	5	52	4	4	1310.1000000000001	2620.2000000000003	15	1
DAPK2	6	21	2	11	493.02000000000004	986.0400000000001	15	1
DAPP1	0	10	2	3	255.42000000000002	510.84000000000003	15	1
DARS	1	13	1	1	480.48	960.96	15	1
DARS2	14	13	6	5	627.33	1254.66	15	1
DAW1	5	12	3	4	398.64000000000004	797.2800000000001	15	1
DAZAP1	0	14	0	1	388.41	776.82	15	1
DAZAP2	0	2	0	2	73.26	146.52	15	1
DAZL	3	11	0	5	287.1	574.2	15	1
DBF4	13	21	1	2	686.73	1373.46	15	1
DBF4B	38	20	15	7	741.51	1483.02	15	1
DBH	7	29	6	18	625.02	1250.04	15	1
DBI	0	5	0	0	45.21	90.42	15	1
DBN1	0	5	0	3	141.24	282.48	15	1
DBNDD2	1	2	1	2	167.97	335.94	15	1
DBNL	2	10	5	15	347.49	694.98	15	1
DBR1	6	17	2	3	537.24	1074.48	15	1
DBT	2	16	3	5	472.23	944.46	15	1
DBX1	0	7	0	0	183.81	367.62	15	1
DBX2	3	11	0	3	292.71000000000004	585.4200000000001	15	1
DCAF1	26	45	5	5	1706.43	3412.86	15	1
DCAF10	4	13	0	3	415.8	831.6	15	1
DCAF12	1	18	0	1	403.92	807.84	15	1
DCAF13	3	14	4	5	452.76000000000005	905.5200000000001	15	1
DCAF17	6	6	2	3	504.90000000000003	1009.8000000000001	15	1
DCAF4	13	16	0	1	507.87	1015.74	15	1
DCAF5	9	45	3	8	899.58	1799.16	15	1
DCAF6	8	25	1	4	837.21	1674.42	15	1
DCAF7	0	8	0	1	319.44	638.88	15	1
DCAF8	0	12	6	7	389.73	779.46	15	1
DCAKD	9	7	5	6	227.70000000000002	455.40000000000003	15	1
DCBLD1	6	24	2	4	681.12	1362.24	15	1
DCBLD2	4	30	2	8	680.46	1360.92	15	1
DCDC2	9	14	5	3	316.14000000000004	632.2800000000001	15	1
DCDC2B	11	7	6	2	247.5	495	15	1
DCHS2	76	76	8	2	2002.1100000000001	4004.2200000000003	15	1
DCK	3	10	0	0	237.27	474.54	15	1
DCLK1	2	24	0	2	784.08	1568.16	15	1
DCLK2	4	16	2	0	697.2900000000001	1394.5800000000002	15	1
DCLK3	36	26	4	2	804.5400000000001	1609.0800000000002	15	1
DCLRE1A	51	43	4	0	971.85	1943.7	15	1
DCLRE1B	16	21	1	1	413.49	826.98	15	1
DCLRE1C	9	18	7	3	449.79	899.58	15	1
DCN	3	14	3	1	403.92	807.84	15	1
DCP1A	10	18	2	3	582.12	1164.24	15	1
DCP1B	11	12	7	5	612.8100000000001	1225.6200000000001	15	1
DCP2	6	14	1	2	395.34000000000003	790.6800000000001	15	1
DCSTAMP	12	16	2	2	468.27000000000004	936.5400000000001	15	1
DCT	14	18	7	3	576.84	1153.68	15	1
DCTD	1	4	0	0	178.53	357.06	15	1
DCTN1	3	33	3	14	989.6700000000001	1979.3400000000001	15	1
DCTN3	3	5	1	2	182.16	364.32	15	1
DCTN4	2	22	3	4	409.86	819.72	15	1
DCTN5	2	4	0	0	174.24	348.48	15	1
DCUN1D1-DCUN1D2	0	8	0	1	256.41	512.82	15	1
DCUN1D3	3	11	0	0	303.93	607.86	15	1
DCUN1D4	0	3	0	1	291.72	583.44	15	1
DCUN1D5	1	8	0	1	237.60000000000002	475.20000000000005	15	1
DCX	0	10	0	0	239.58	479.16	15	1
DCXR	1	3	0	0	143.22	286.44	15	1
DD1CR	10	40	3	0	439.89000000000004	879.7800000000001	15	1
DDA1	0	3	0	0	100.98	201.96	15	1
DDAH1	1	8	1	0	188.76000000000002	377.52000000000004	15	1
DDB1	2	43	1	16	1110.78	2221.56	15	1
